AREA,COUNTRY_CD,COUNTRY_NM,DATE,총 1차 접종자 수,총 부스터 접종자 수,인구 100명당 총 접종 횟수,1차 접종률(%),부스터 접종률(%),latitude,longitude
ASIA,BTN,Bhutan,2021-03-28,187866.0,,24.0,24.0,,27.4745015,90.43585225
ASIA,BTN,Bhutan,2021-04-25,480836.0,,62.0,62.0,,27.4745015,90.43585225
ASIA,BTN,Bhutan,2021-05-30,483092.0,,63.0,63.0,,27.4745015,90.43585225
ASIA,BTN,Bhutan,2021-06-27,484797.0,,63.0,63.0,,27.4745015,90.43585225
ASIA,BTN,Bhutan,2021-07-25,530103.0,,130.0,69.0,,27.4745015,90.43585225
ASIA,BTN,Bhutan,2021-08-29,567148.0,,135.0,74.0,,27.4745015,90.43585225
ASIA,BTN,Bhutan,2021-09-26,584818.0,,140.0,76.0,,27.4745015,90.43585225
ASIA,BTN,Bhutan,2021-10-31,588307.0,,149.0,76.0,,27.4745015,90.43585225
ASIA,BTN,Bhutan,2021-11-28,589291.0,,150.0,76.0,,27.4745015,90.43585225
ASIA,BTN,Bhutan,2021-12-26,591944.0,,150.0,77.0,,27.4745015,90.43585225
ASIA,BTN,Bhutan,2022-01-30,594009.0,274060.0,186.0,77.0,36.0,27.4745015,90.43585225
ASIA,BTN,Bhutan,2022-02-27,599054.0,424517.0,207.0,78.0,55.0,27.4745015,90.43585225
ASIA,BTN,Bhutan,2022-03-27,689418.0,530095.0,233.0,89.0,69.0,27.4745015,90.43585225
ASIA,BTN,Bhutan,2022-04-24,692549.0,542552.0,247.0,90.0,70.0,27.4745015,90.43585225
ASIA,BTN,Bhutan,2022-05-29,692803.0,543968.0,247.0,90.0,70.0,27.4745015,90.43585225
ASIA,BTN,Bhutan,2022-06-26,692996.0,545280.0,248.0,90.0,71.0,27.4745015,90.43585225
ASIA,BTN,Bhutan,2022-07-31,694208.0,549912.0,249.0,90.0,71.0,27.4745015,90.43585225
ASIA,BTN,Bhutan,2022-08-28,695683.0,556971.0,250.0,90.0,72.0,27.4745015,90.43585225
ASIA,BTN,Bhutan,2022-09-25,698096.0,621051.0,259.0,90.0,80.0,27.4745015,90.43585225
ASIA,BTN,Bhutan,2022-10-30,699116.0,634641.0,261.0,91.0,82.0,27.4745015,90.43585225
ASIA,BTN,Bhutan,2022-11-27,699116.0,634641.0,261.0,91.0,82.0,27.4745015,90.43585225
ASIA,BTN,Bhutan,2022-12-25,699116.0,634641.0,261.0,91.0,82.0,27.4745015,90.43585225
ASIA,BTN,Bhutan,2023-01-29,699116.0,634641.0,261.0,91.0,82.0,27.4745015,90.43585225
ASIA,BTN,Bhutan,2023-02-26,699116.0,634641.0,261.0,91.0,82.0,27.4745015,90.43585225
ASIA,BTN,Bhutan,2023-03-26,699116.0,634641.0,261.0,91.0,82.0,27.4745015,90.43585225
ASIA,BTN,Bhutan,2023-04-30,699116.0,634641.0,261.0,91.0,82.0,27.4745015,90.43585225
ASIA,BTN,Bhutan,2023-05-28,699116.0,634641.0,261.0,91.0,82.0,27.4745015,90.43585225
ASIA,BTN,Bhutan,2023-06-25,699116.0,634641.0,261.0,91.0,82.0,27.4745015,90.43585225
ASIA,BTN,Bhutan,2023-07-30,699116.0,634641.0,261.0,91.0,82.0,27.4745015,90.43585225
ASIA,BTN,Bhutan,2023-08-27,699116.0,634641.0,261.0,91.0,82.0,27.4745015,90.43585225
ASIA,BTN,Bhutan,2023-09-24,699116.0,634641.0,261.0,91.0,82.0,27.4745015,90.43585225
ASIA,BTN,Bhutan,2023-10-29,699116.0,634641.0,261.0,91.0,82.0,27.4745015,90.43585225
ASIA,BTN,Bhutan,2023-11-26,699116.0,634641.0,261.0,91.0,82.0,27.4745015,90.43585225
AFRICA,NAM,Namibia,2022-05-29,496475.0,64392.0,32.0,20.0,3.0,-22.96646775,18.39490275
AFRICA,NAM,Namibia,2022-06-26,501862.0,69648.0,33.0,20.0,3.0,-22.96646775,18.39490275
AFRICA,NAM,Namibia,2022-07-31,556375.0,82629.0,36.0,22.0,3.0,-22.96646775,18.39490275
AFRICA,NAM,Namibia,2022-08-28,583889.0,136928.0,37.0,23.0,5.0,-22.96646775,18.39490275
AFRICA,NAM,Namibia,2022-09-25,592168.0,159210.0,38.0,23.0,6.0,-22.96646775,18.39490275
AFRICA,NAM,Namibia,2022-10-30,596431.0,159381.0,38.0,23.0,6.0,-22.96646775,18.39490275
AFRICA,NAM,Namibia,2022-11-27,599942.0,181190.0,38.0,24.0,7.0,-22.96646775,18.39490275
AFRICA,NAM,Namibia,2022-12-25,604359.0,220960.0,38.0,24.0,9.0,-22.96646775,18.39490275
AFRICA,NAM,Namibia,2023-01-29,607153.0,260730.0,39.0,24.0,10.0,-22.96646775,18.39490275
AFRICA,NAM,Namibia,2023-02-26,609788.0,294111.0,39.0,24.0,12.0,-22.96646775,18.39490275
AFRICA,NAM,Namibia,2023-03-26,614026.0,294832.0,39.0,24.0,12.0,-22.96646775,18.39490275
AFRICA,NAM,Namibia,2023-04-30,615707.0,298376.0,39.0,24.0,12.0,-22.96646775,18.39490275
AFRICA,NAM,Namibia,2023-05-28,617642.0,298560.0,39.0,24.0,12.0,-22.96646775,18.39490275
AFRICA,NAM,Namibia,2023-06-25,621048.0,298560.0,39.0,24.0,12.0,-22.96646775,18.39490275
AFRICA,NAM,Namibia,2023-07-30,627163.0,298560.0,39.0,25.0,12.0,-22.96646775,18.39490275
AFRICA,NAM,Namibia,2023-08-27,628910.0,298560.0,40.0,25.0,12.0,-22.96646775,18.39490275
AFRICA,NAM,Namibia,2023-09-24,629559.0,298560.0,40.0,25.0,12.0,-22.96646775,18.39490275
AFRICA,NAM,Namibia,2023-10-29,629717.0,298560.0,40.0,25.0,12.0,-22.96646775,18.39490275
AFRICA,NAM,Namibia,2023-11-26,629767.0,298560.0,40.0,25.0,12.0,-22.96646775,18.39490275
AFRICA,NAM,Namibia,2021-03-28,,,,,,-22.96646775,18.39490275
AFRICA,NAM,Namibia,2021-04-25,14069.0,,1.0,1.0,,-22.96646775,18.39490275
AFRICA,NAM,Namibia,2021-05-30,67706.0,,3.0,3.0,,-22.96646775,18.39490275
AFRICA,NAM,Namibia,2021-06-27,107979.0,,5.0,4.0,,-22.96646775,18.39490275
AFRICA,NAM,Namibia,2021-07-25,144887.0,,7.0,6.0,,-22.96646775,18.39490275
AFRICA,NAM,Namibia,2021-08-29,211042.0,,12.0,8.0,,-22.96646775,18.39490275
AFRICA,NAM,Namibia,2021-09-26,258344.0,,16.0,10.0,,-22.96646775,18.39490275
AFRICA,NAM,Namibia,2021-10-31,329491.0,,20.0,13.0,,-22.96646775,18.39490275
AFRICA,NAM,Namibia,2021-11-28,371799.0,,23.0,15.0,,-22.96646775,18.39490275
AFRICA,NAM,Namibia,2021-12-26,404079.0,5355.0,25.0,16.0,,-22.96646775,18.39490275
AFRICA,NAM,Namibia,2022-01-30,421672.0,15722.0,27.0,17.0,1.0,-22.96646775,18.39490275
AFRICA,NAM,Namibia,2022-02-27,441554.0,23050.0,28.0,17.0,1.0,-22.96646775,18.39490275
AFRICA,NAM,Namibia,2022-03-27,450833.0,39018.0,29.0,18.0,2.0,-22.96646775,18.39490275
AFRICA,NAM,Namibia,2022-04-24,453540.0,50937.0,31.0,18.0,2.0,-22.96646775,18.39490275
ASIA,IRN,Iran,2022-12-25,65118357.0,31184614.0,184.0,78.0,37.0,32.31408025,53.6825806
ASIA,IRN,Iran,2023-01-29,65151759.0,31326849.0,185.0,78.0,37.0,32.31408025,53.6825806
ASIA,IRN,Iran,2023-02-26,65162131.0,31352288.0,185.0,78.0,37.0,32.31408025,53.6825806
ASIA,IRN,Iran,2023-03-26,65170273.0,31352288.0,185.0,78.0,37.0,32.31408025,53.6825806
ASIA,IRN,Iran,2023-04-30,65175379.0,31352288.0,185.0,78.0,37.0,32.31408025,53.6825806
ASIA,IRN,Iran,2023-05-28,65180639.0,31352288.0,185.0,78.0,37.0,32.31408025,53.6825806
ASIA,IRN,Iran,2023-06-25,65190892.0,31352288.0,185.0,78.0,37.0,32.31408025,53.6825806
ASIA,IRN,Iran,2023-07-30,65193921.0,31352288.0,185.0,78.0,37.0,32.31408025,53.6825806
ASIA,IRN,Iran,2023-08-27,65195731.0,31352288.0,185.0,78.0,37.0,32.31408025,53.6825806
ASIA,IRN,Iran,2023-09-24,65197145.0,31352288.0,185.0,78.0,37.0,32.31408025,53.6825806
ASIA,IRN,Iran,2023-10-29,65198606.0,31352288.0,185.0,78.0,37.0,32.31408025,53.6825806
ASIA,IRN,Iran,2023-11-26,65199831.0,31352288.0,185.0,78.0,37.0,32.31408025,53.6825806
ASIA,IRN,Iran,2021-02-28,19484.0,,,,,32.31408025,53.6825806
ASIA,IRN,Iran,2021-03-28,207380.0,,,,,32.31408025,53.6825806
ASIA,IRN,Iran,2021-04-25,744258.0,,1.0,1.0,,32.31408025,53.6825806
ASIA,IRN,Iran,2021-05-30,3327144.0,,4.0,4.0,,32.31408025,53.6825806
ASIA,IRN,Iran,2021-06-27,4099292.0,,7.0,5.0,,32.31408025,53.6825806
ASIA,IRN,Iran,2021-07-25,9080491.0,,14.0,11.0,,32.31408025,53.6825806
ASIA,IRN,Iran,2021-08-29,18551964.0,,32.0,22.0,,32.31408025,53.6825806
ASIA,IRN,Iran,2021-09-26,37856266.0,,64.0,45.0,,32.31408025,53.6825806
ASIA,IRN,Iran,2021-10-31,52320544.0,73391.0,102.0,62.0,,32.31408025,53.6825806
ASIA,IRN,Iran,2021-11-28,57385036.0,873983.0,125.0,68.0,1.0,32.31408025,53.6825806
ASIA,IRN,Iran,2021-12-26,59700219.0,6797944.0,141.0,71.0,8.0,32.31408025,53.6825806
ASIA,IRN,Iran,2022-01-30,60727646.0,16674976.0,156.0,72.0,20.0,32.31408025,53.6825806
ASIA,IRN,Iran,2022-02-27,62783357.0,22608669.0,168.0,75.0,27.0,32.31408025,53.6825806
ASIA,IRN,Iran,2022-03-27,63849923.0,25479564.0,173.0,76.0,30.0,32.31408025,53.6825806
ASIA,IRN,Iran,2022-04-24,64300192.0,26454283.0,177.0,77.0,31.0,32.31408025,53.6825806
ASIA,IRN,Iran,2022-05-29,64509446.0,27058182.0,178.0,77.0,32.0,32.31408025,53.6825806
ASIA,IRN,Iran,2022-06-26,64618326.0,27457192.0,179.0,77.0,33.0,32.31408025,53.6825806
ASIA,IRN,Iran,2022-07-31,64791821.0,29729267.0,182.0,77.0,35.0,32.31408025,53.6825806
ASIA,IRN,Iran,2022-08-28,64954336.0,30506652.0,183.0,77.0,36.0,32.31408025,53.6825806
ASIA,IRN,Iran,2022-09-25,65054049.0,30980267.0,184.0,77.0,37.0,32.31408025,53.6825806
ASIA,IRN,Iran,2022-10-30,65065391.0,31071677.0,184.0,77.0,37.0,32.31408025,53.6825806
ASIA,IRN,Iran,2022-11-27,65104494.0,31126644.0,184.0,78.0,37.0,32.31408025,53.6825806
AFRICA,KEN,Kenya,2023-01-29,14290429.0,1782416.0,43.0,27.0,3.0,-0.1397602,37.90473835
AFRICA,KEN,Kenya,2023-02-26,14355039.0,1914257.0,44.0,27.0,4.0,-0.1397602,37.90473835
AFRICA,KEN,Kenya,2023-03-26,14485928.0,1995401.0,44.0,27.0,4.0,-0.1397602,37.90473835
AFRICA,KEN,Kenya,2023-04-30,14494372.0,2000636.0,44.0,27.0,4.0,-0.1397602,37.90473835
AFRICA,KEN,Kenya,2023-05-28,14494372.0,2000636.0,44.0,27.0,4.0,-0.1397602,37.90473835
AFRICA,KEN,Kenya,2023-06-25,14494372.0,2000636.0,44.0,27.0,4.0,-0.1397602,37.90473835
AFRICA,KEN,Kenya,2023-07-30,14494372.0,2000636.0,44.0,27.0,4.0,-0.1397602,37.90473835
AFRICA,KEN,Kenya,2023-08-27,14494372.0,2000636.0,44.0,27.0,4.0,-0.1397602,37.90473835
AFRICA,KEN,Kenya,2023-09-24,14494372.0,2000636.0,44.0,27.0,4.0,-0.1397602,37.90473835
AFRICA,KEN,Kenya,2023-10-29,14494372.0,2000636.0,44.0,27.0,4.0,-0.1397602,37.90473835
AFRICA,KEN,Kenya,2023-11-26,14494372.0,2000636.0,44.0,27.0,4.0,-0.1397602,37.90473835
AFRICA,KEN,Kenya,2021-03-28,,,,,,-0.1397602,37.90473835
AFRICA,KEN,Kenya,2021-04-25,850802.0,,2.0,2.0,,-0.1397602,37.90473835
AFRICA,KEN,Kenya,2021-05-30,969114.0,,2.0,2.0,,-0.1397602,37.90473835
AFRICA,KEN,Kenya,2021-06-27,1001287.0,,2.0,2.0,,-0.1397602,37.90473835
AFRICA,KEN,Kenya,2021-07-25,1060106.0,,3.0,2.0,,-0.1397602,37.90473835
AFRICA,KEN,Kenya,2021-08-29,1964731.0,,5.0,4.0,,-0.1397602,37.90473835
AFRICA,KEN,Kenya,2021-09-26,2871694.0,,7.0,5.0,,-0.1397602,37.90473835
AFRICA,KEN,Kenya,2021-10-31,3696159.0,,10.0,7.0,,-0.1397602,37.90473835
AFRICA,KEN,Kenya,2021-11-28,4415765.0,,13.0,8.0,,-0.1397602,37.90473835
AFRICA,KEN,Kenya,2021-12-26,5803503.0,,18.0,11.0,,-0.1397602,37.90473835
AFRICA,KEN,Kenya,2022-01-30,6555773.0,151631.0,23.0,12.0,,-0.1397602,37.90473835
AFRICA,KEN,Kenya,2022-02-27,7814607.0,253131.0,31.0,15.0,,-0.1397602,37.90473835
AFRICA,KEN,Kenya,2022-03-27,10434601.0,277162.0,33.0,19.0,1.0,-0.1397602,37.90473835
AFRICA,KEN,Kenya,2022-04-24,12506459.0,296368.0,33.0,23.0,1.0,-0.1397602,37.90473835
AFRICA,KEN,Kenya,2022-05-29,12566538.0,329368.0,34.0,23.0,1.0,-0.1397602,37.90473835
AFRICA,KEN,Kenya,2022-06-26,12641679.0,376018.0,34.0,24.0,1.0,-0.1397602,37.90473835
AFRICA,KEN,Kenya,2022-07-31,12641679.0,774056.0,37.0,24.0,1.0,-0.1397602,37.90473835
AFRICA,KEN,Kenya,2022-08-28,13226303.0,1426924.0,39.0,25.0,3.0,-0.1397602,37.90473835
AFRICA,KEN,Kenya,2022-09-25,13664388.0,1568659.0,40.0,25.0,3.0,-0.1397602,37.90473835
AFRICA,KEN,Kenya,2022-10-30,13974063.0,1571096.0,42.0,26.0,3.0,-0.1397602,37.90473835
AFRICA,KEN,Kenya,2022-11-27,14142134.0,1676853.0,43.0,26.0,3.0,-0.1397602,37.90473835
AFRICA,KEN,Kenya,2022-12-25,14230022.0,1771519.0,43.0,26.0,3.0,-0.1397602,37.90473835
NORTH_AMERICA,GRL,Greenland,2023-06-25,,,,,,43.0393018,-70.8566815
NORTH_AMERICA,GRL,Greenland,2023-07-30,,,,,,43.0393018,-70.8566815
NORTH_AMERICA,GRL,Greenland,2023-08-27,,,,,,43.0393018,-70.8566815
NORTH_AMERICA,GRL,Greenland,2023-09-24,,,,,,43.0393018,-70.8566815
NORTH_AMERICA,GRL,Greenland,2023-10-29,,,,,,43.0393018,-70.8566815
NORTH_AMERICA,GRL,Greenland,2023-11-26,,,,,,43.0393018,-70.8566815
NORTH_AMERICA,GRL,Greenland,2021-07-25,,,,,,43.0393018,-70.8566815
NORTH_AMERICA,GRL,Greenland,2021-08-29,,,,,,43.0393018,-70.8566815
NORTH_AMERICA,GRL,Greenland,2021-09-26,,,,,,43.0393018,-70.8566815
NORTH_AMERICA,GRL,Greenland,2021-10-31,,,,,,43.0393018,-70.8566815
NORTH_AMERICA,GRL,Greenland,2021-11-28,,,,,,43.0393018,-70.8566815
NORTH_AMERICA,GRL,Greenland,2021-12-26,,,,,,43.0393018,-70.8566815
NORTH_AMERICA,GRL,Greenland,2022-01-30,,,,,,43.0393018,-70.8566815
NORTH_AMERICA,GRL,Greenland,2022-02-27,,,,,,43.0393018,-70.8566815
NORTH_AMERICA,GRL,Greenland,2022-03-27,,,,,,43.0393018,-70.8566815
NORTH_AMERICA,GRL,Greenland,2022-04-24,,,,,,43.0393018,-70.8566815
NORTH_AMERICA,GRL,Greenland,2022-05-29,,,,,,43.0393018,-70.8566815
NORTH_AMERICA,GRL,Greenland,2022-06-26,,,,,,43.0393018,-70.8566815
NORTH_AMERICA,GRL,Greenland,2022-07-31,,,,,,43.0393018,-70.8566815
NORTH_AMERICA,GRL,Greenland,2022-08-28,,,,,,43.0393018,-70.8566815
NORTH_AMERICA,GRL,Greenland,2022-09-25,,,,,,43.0393018,-70.8566815
NORTH_AMERICA,GRL,Greenland,2022-10-30,,,,,,43.0393018,-70.8566815
NORTH_AMERICA,GRL,Greenland,2022-11-27,,,,,,43.0393018,-70.8566815
NORTH_AMERICA,GRL,Greenland,2022-12-25,,,,,,43.0393018,-70.8566815
NORTH_AMERICA,GRL,Greenland,2023-01-29,,,,,,43.0393018,-70.8566815
NORTH_AMERICA,GRL,Greenland,2023-02-26,,,,,,43.0393018,-70.8566815
NORTH_AMERICA,GRL,Greenland,2023-03-26,,,,,,43.0393018,-70.8566815
NORTH_AMERICA,GRL,Greenland,2023-04-30,,,,,,43.0393018,-70.8566815
NORTH_AMERICA,GRL,Greenland,2023-05-28,,,,,,43.0393018,-70.8566815
AFRICA,COM,Comoros,2022-05-29,341302.0,,74.0,39.0,,-11.893,43.8852486
AFRICA,COM,Comoros,2022-06-26,409094.0,,74.0,47.0,,-11.893,43.8852486
AFRICA,COM,Comoros,2022-07-31,423255.0,,93.0,49.0,,-11.893,43.8852486
AFRICA,COM,Comoros,2022-08-28,430916.0,,94.0,50.0,,-11.893,43.8852486
AFRICA,COM,Comoros,2022-09-25,438331.0,,96.0,50.0,,-11.893,43.8852486
AFRICA,COM,Comoros,2022-10-30,438825.0,,96.0,50.0,,-11.893,43.8852486
AFRICA,COM,Comoros,2022-11-27,438825.0,,96.0,50.0,,-11.893,43.8852486
AFRICA,COM,Comoros,2022-12-25,438825.0,,96.0,50.0,,-11.893,43.8852486
AFRICA,COM,Comoros,2023-01-29,438825.0,,96.0,50.0,,-11.893,43.8852486
AFRICA,COM,Comoros,2023-02-26,438825.0,,96.0,50.0,,-11.893,43.8852486
AFRICA,COM,Comoros,2023-03-26,438825.0,,96.0,50.0,,-11.893,43.8852486
AFRICA,COM,Comoros,2023-04-30,438825.0,,96.0,50.0,,-11.893,43.8852486
AFRICA,COM,Comoros,2023-05-28,438825.0,,96.0,50.0,,-11.893,43.8852486
AFRICA,COM,Comoros,2023-06-25,438825.0,,96.0,50.0,,-11.893,43.8852486
AFRICA,COM,Comoros,2023-07-30,438825.0,,96.0,50.0,,-11.893,43.8852486
AFRICA,COM,Comoros,2023-08-27,438825.0,,96.0,50.0,,-11.893,43.8852486
AFRICA,COM,Comoros,2023-09-24,438825.0,,96.0,50.0,,-11.893,43.8852486
AFRICA,COM,Comoros,2023-10-29,438825.0,,96.0,50.0,,-11.893,43.8852486
AFRICA,COM,Comoros,2023-11-26,438825.0,,96.0,50.0,,-11.893,43.8852486
AFRICA,COM,Comoros,2021-04-25,40863.0,,5.0,5.0,,-11.893,43.8852486
AFRICA,COM,Comoros,2021-05-30,43140.0,,10.0,5.0,,-11.893,43.8852486
AFRICA,COM,Comoros,2021-06-27,43140.0,,10.0,5.0,,-11.893,43.8852486
AFRICA,COM,Comoros,2021-07-25,107460.0,,17.0,12.0,,-11.893,43.8852486
AFRICA,COM,Comoros,2021-08-29,175038.0,,32.0,20.0,,-11.893,43.8852486
AFRICA,COM,Comoros,2021-09-26,190637.0,,41.0,22.0,,-11.893,43.8852486
AFRICA,COM,Comoros,2021-10-31,267937.0,,51.0,31.0,,-11.893,43.8852486
AFRICA,COM,Comoros,2021-11-28,281946.0,,60.0,32.0,,-11.893,43.8852486
AFRICA,COM,Comoros,2021-12-26,335408.0,,67.0,39.0,,-11.893,43.8852486
AFRICA,COM,Comoros,2022-01-30,341102.0,,71.0,39.0,,-11.893,43.8852486
AFRICA,COM,Comoros,2022-02-27,341102.0,,73.0,39.0,,-11.893,43.8852486
AFRICA,COM,Comoros,2022-03-27,341161.0,,74.0,39.0,,-11.893,43.8852486
AFRICA,COM,Comoros,2022-04-24,341302.0,,74.0,39.0,,-11.893,43.8852486
AFRICA,MOZ,Mozambique,2021-03-28,,,,,,18.67,35.53
AFRICA,MOZ,Mozambique,2021-04-25,81025.0,,,,,18.67,35.53
AFRICA,MOZ,Mozambique,2021-05-30,319511.0,,1.0,1.0,,18.67,35.53
AFRICA,MOZ,Mozambique,2021-06-27,345383.0,,1.0,1.0,,18.67,35.53
AFRICA,MOZ,Mozambique,2021-07-25,385928.0,,2.0,1.0,,18.67,35.53
AFRICA,MOZ,Mozambique,2021-08-29,1643520.0,,7.0,5.0,,18.67,35.53
AFRICA,MOZ,Mozambique,2021-09-26,1903730.0,,12.0,6.0,,18.67,35.53
AFRICA,MOZ,Mozambique,2021-10-31,3667470.0,,19.0,12.0,,18.67,35.53
AFRICA,MOZ,Mozambique,2021-11-28,6497486.0,,33.0,21.0,,18.67,35.53
AFRICA,MOZ,Mozambique,2021-12-26,8870670.0,,49.0,28.0,,18.67,35.53
AFRICA,MOZ,Mozambique,2022-01-30,10759191.0,6668.0,55.0,34.0,,18.67,35.53
AFRICA,MOZ,Mozambique,2022-02-27,12643046.0,163019.0,56.0,40.0,1.0,18.67,35.53
AFRICA,MOZ,Mozambique,2022-03-27,13266003.0,301718.0,57.0,42.0,1.0,18.67,35.53
AFRICA,MOZ,Mozambique,2022-04-24,13286489.0,335314.0,58.0,43.0,1.0,18.67,35.53
AFRICA,MOZ,Mozambique,2022-05-29,13307659.0,353032.0,59.0,43.0,1.0,18.67,35.53
AFRICA,MOZ,Mozambique,2022-06-26,13328145.0,407454.0,59.0,43.0,1.0,18.67,35.53
AFRICA,MOZ,Mozambique,2022-07-31,13392582.0,449873.0,60.0,43.0,1.0,18.67,35.53
AFRICA,MOZ,Mozambique,2022-08-28,13450178.0,598255.0,60.0,43.0,2.0,18.67,35.53
AFRICA,MOZ,Mozambique,2022-09-25,13502402.0,679719.0,62.0,43.0,2.0,18.67,35.53
AFRICA,MOZ,Mozambique,2022-10-30,18574941.0,730177.0,62.0,59.0,2.0,18.67,35.53
AFRICA,MOZ,Mozambique,2022-11-27,18574941.0,949227.0,77.0,59.0,3.0,18.67,35.53
AFRICA,MOZ,Mozambique,2022-12-25,18608959.0,1007428.0,93.0,60.0,3.0,18.67,35.53
AFRICA,MOZ,Mozambique,2023-01-29,18641681.0,1088651.0,94.0,60.0,3.0,18.67,35.53
AFRICA,MOZ,Mozambique,2023-02-26,18644432.0,1160443.0,94.0,60.0,4.0,18.67,35.53
AFRICA,MOZ,Mozambique,2023-03-26,18647477.0,1239926.0,94.0,60.0,4.0,18.67,35.53
AFRICA,MOZ,Mozambique,2023-04-30,20525412.0,1262430.0,98.0,66.0,4.0,18.67,35.53
AFRICA,MOZ,Mozambique,2023-05-28,22869646.0,1269580.0,112.0,73.0,4.0,18.67,35.53
AFRICA,MOZ,Mozambique,2023-06-25,22869646.0,2323562.0,112.0,73.0,7.0,18.67,35.53
AFRICA,MOZ,Mozambique,2023-07-30,22869646.0,2323562.0,112.0,73.0,7.0,18.67,35.53
AFRICA,MOZ,Mozambique,2023-08-27,22869646.0,2323562.0,112.0,73.0,7.0,18.67,35.53
AFRICA,MOZ,Mozambique,2023-09-24,22869646.0,2323562.0,112.0,73.0,7.0,18.67,35.53
AFRICA,MOZ,Mozambique,2023-10-29,22869646.0,2323562.0,112.0,73.0,7.0,18.67,35.53
AFRICA,MOZ,Mozambique,2023-11-26,22869646.0,2323562.0,112.0,73.0,7.0,18.67,35.53
ASIA,VNM,Vietnam,2023-03-26,90497674.0,57813559.0,273.0,93.0,59.0,15.78623075,108.2390848
ASIA,VNM,Vietnam,2023-04-30,90497674.0,57911410.0,274.0,93.0,59.0,15.78623075,108.2390848
ASIA,VNM,Vietnam,2023-05-28,90497674.0,57950709.0,274.0,93.0,60.0,15.78623075,108.2390848
ASIA,VNM,Vietnam,2023-06-25,90497674.0,57975220.0,274.0,93.0,60.0,15.78623075,108.2390848
ASIA,VNM,Vietnam,2023-07-30,90497674.0,57975220.0,274.0,93.0,60.0,15.78623075,108.2390848
ASIA,VNM,Vietnam,2023-08-27,90497674.0,57975220.0,274.0,93.0,60.0,15.78623075,108.2390848
ASIA,VNM,Vietnam,2023-09-24,90497674.0,57975220.0,274.0,93.0,60.0,15.78623075,108.2390848
ASIA,VNM,Vietnam,2023-10-29,90497674.0,57975220.0,274.0,93.0,60.0,15.78623075,108.2390848
ASIA,VNM,Vietnam,2023-11-26,90497674.0,57975220.0,274.0,93.0,60.0,15.78623075,108.2390848
ASIA,VNM,Vietnam,2021-03-28,49779.0,,,,,15.78623075,108.2390848
ASIA,VNM,Vietnam,2021-04-25,509855.0,,1.0,1.0,,15.78623075,108.2390848
ASIA,VNM,Vietnam,2021-05-30,1089019.0,,1.0,1.0,,15.78623075,108.2390848
ASIA,VNM,Vietnam,2021-06-27,3371866.0,,4.0,3.0,,15.78623075,108.2390848
ASIA,VNM,Vietnam,2021-07-25,5306010.0,,6.0,5.0,,15.78623075,108.2390848
ASIA,VNM,Vietnam,2021-08-29,17402713.0,,21.0,18.0,,15.78623075,108.2390848
ASIA,VNM,Vietnam,2021-09-26,32564679.0,,43.0,33.0,,15.78623075,108.2390848
ASIA,VNM,Vietnam,2021-10-31,57197461.0,,84.0,59.0,,15.78623075,108.2390848
ASIA,VNM,Vietnam,2021-11-28,71646410.0,,127.0,74.0,,15.78623075,108.2390848
ASIA,VNM,Vietnam,2021-12-26,77639964.0,,156.0,80.0,,15.78623075,108.2390848
ASIA,VNM,Vietnam,2022-01-30,79052450.0,16427960.0,186.0,81.0,17.0,15.78623075,108.2390848
ASIA,VNM,Vietnam,2022-02-27,79518291.0,24493308.0,200.0,82.0,25.0,15.78623075,108.2390848
ASIA,VNM,Vietnam,2022-03-27,80049781.0,33432786.0,212.0,82.0,34.0,15.78623075,108.2390848
ASIA,VNM,Vietnam,2022-04-24,81826382.0,39020379.0,221.0,84.0,40.0,15.78623075,108.2390848
ASIA,VNM,Vietnam,2022-05-29,84454220.0,42302024.0,227.0,87.0,43.0,15.78623075,108.2390848
ASIA,VNM,Vietnam,2022-06-26,86438964.0,45905168.0,239.0,89.0,47.0,15.78623075,108.2390848
ASIA,VNM,Vietnam,2022-07-31,88265624.0,51008465.0,253.0,91.0,52.0,15.78623075,108.2390848
ASIA,VNM,Vietnam,2022-08-28,89592602.0,54649139.0,264.0,92.0,56.0,15.78623075,108.2390848
ASIA,VNM,Vietnam,2022-09-25,90030404.0,55842735.0,267.0,92.0,57.0,15.78623075,108.2390848
ASIA,VNM,Vietnam,2022-10-30,90065751.0,56643525.0,269.0,93.0,58.0,15.78623075,108.2390848
ASIA,VNM,Vietnam,2022-11-27,90335569.0,57333603.0,272.0,93.0,59.0,15.78623075,108.2390848
ASIA,VNM,Vietnam,2022-12-25,90444411.0,57449171.0,273.0,93.0,59.0,15.78623075,108.2390848
ASIA,VNM,Vietnam,2023-01-29,90457071.0,57723558.0,273.0,93.0,59.0,15.78623075,108.2390848
ASIA,VNM,Vietnam,2023-02-26,90480173.0,57770038.0,273.0,93.0,59.0,15.78623075,108.2390848
ASIA,IND,India,2022-04-24,1001420003.0,28062516.0,137.0,73.0,2.0,21.1145768,82.75346985
ASIA,IND,India,2022-05-29,1009858556.0,51920673.0,141.0,73.0,4.0,21.1145768,82.75346985
ASIA,IND,India,2022-06-26,1014861661.0,56360483.0,143.0,74.0,4.0,21.1145768,82.75346985
ASIA,IND,India,2022-07-31,1019713965.0,89828122.0,148.0,74.0,7.0,21.1145768,82.75346985
ASIA,IND,India,2022-08-28,1023459235.0,173036161.0,155.0,74.0,13.0,21.1145768,82.75346985
